time,0000000006dd41f6,000000000f4919c9,0000000019fb59c4,00000000342570c2,0000000038bf9618,0000000038d83d41,000000004ef3150d,0000000053c6c2be,00000000675d5200,000000006b087f40,000000006b44cce7,0000000074f765a7,000000007b5207b6,0000000096918cfa,00000000a53ed894,00000000aa852af1,00000000afef4555,00000000b33a8357,00000000cd16b8ef,00000000d747f075,00000000e8a064a4,00000000f1124bca,00000000fb7600be,00000000fdda10fe,00000000fffb8cf0
16/8/2019 16:00,12,3,0,7,39,26,0,11,12,33,126,0,5,0,20,42,0,0,0,0,0,2,0,0,0
16/8/2019 16:30,5,42,0,22,29,32,0,13,8,26,108,0,2,0,22,45,0,0,0,5,0,0,0,0,0
16/8/2019 17:00,4,30,0,7,45,23,0,5,7,20,84,0,0,0,20,39,0,0,0,47,0,0,0,0,0
16/8/2019 17:30,5,16,0,8,38,27,0,32,5,29,96,0,0,0,17,47,0,0,0,7,0,1,0,0,0
16/8/2019 18:00,4,18,10,11,28,34,0,12,2,28,92,0,3,0,18,34,37,0,0,38,12,0,52,43,7
16/8/2019 18:30,8,15,11,6,39,15,0,5,4,15,96,0,0,0,12,31,26,0,0,0,36,0,38,43,10
16/8/2019 19:00,1,5,12,10,29,26,0,5,6,26,82,0,0,0,17,34,33,0,0,5,4,0,46,31,5
16/8/2019 19:30,4,4,14,4,28,19,0,2,3,20,66,0,2,0,11,24,19,0,0,1,4,1,48,27,5
16/8/2019 20:00,7,11,11,11,37,19,0,3,4,22,80,0,2,0,14,22,23,0,0,0,6,0,44,39,3
16/8/2019 20:30,5,2,13,8,39,11,0,4,7,30,68,0,0,0,11,12,11,0,0,0,5,1,39,36,6
16/8/2019 21:00,4,4,12,5,56,22,0,3,5,21,62,0,0,0,15,12,10,0,0,1,6,0,30,33,4
16/8/2019 21:30,4,4,13,4,67,14,0,3,0,17,52,0,6,0,10,10,15,0,0,0,5,0,39,32,8
16/8/2019 22:00,3,4,10,4,83,14,0,6,4,17,58,0,2,0,10,17,11,0,0,0,4,0,50,36,4
16/8/2019 22:30,4,2,9,4,86,20,0,3,6,14,48,0,0,0,10,8,10,0,0,0,4,0,47,22,2
16/8/2019 23:00,4,2,11,4,79,10,0,3,5,21,51,0,1,0,11,7,13,0,0,0,4,1,34,31,2
16/8/2019 23:30,3,1,8,4,82,14,0,5,3,8,44,0,3,0,13,10,12,0,0,0,3,0,41,35,2
17/8/2019 0:00,8,0,13,4,57,11,0,3,6,24,53,0,0,0,10,4,7,0,0,0,4,0,37,26,2
17/8/2019 0:30,4,0,10,4,45,10,0,4,6,22,41,0,0,0,10,5,4,0,0,0,4,0,29,26,2
17/8/2019 1:00,3,0,12,4,1,9,0,2,0,20,49,0,5,0,10,3,5,0,0,0,6,0,45,18,2
17/8/2019 1:30,3,0,8,5,0,13,0,3,4,20,47,0,2,0,9,4,7,0,0,0,5,0,39,19,2
17/8/2019 2:00,4,0,8,4,3,6,0,4,1,19,51,0,4,0,9,7,6,0,0,0,4,0,44,16,2
17/8/2019 2:30,3,0,9,4,4,8,0,3,1,15,43,0,5,0,10,4,8,0,0,0,4,0,49,15,2
17/8/2019 3:00,3,0,11,4,1,8,0,3,5,15,29,0,0,0,10,3,8,0,0,0,4,0,42,17,2
17/8/2019 3:30,4,0,9,4,1,9,0,2,4,17,47,0,5,0,10,6,8,0,0,0,4,0,45,15,2
17/8/2019 4:00,5,0,8,4,1,9,0,2,2,21,50,0,6,0,12,2,6,0,0,0,4,0,35,15,2
17/8/2019 4:30,2,0,8,4,1,10,0,2,15,20,54,0,2,0,10,5,8,0,0,0,4,0,42,18,2
17/8/2019 5:00,11,0,7,6,5,7,0,3,24,10,70,0,0,0,11,7,7,0,0,0,4,0,48,15,2
17/8/2019 5:30,45,0,11,7,0,11,0,9,23,15,55,0,17,0,14,14,8,0,0,0,3,0,40,16,4
17/8/2019 6:00,51,0,8,9,3,10,0,8,37,14,77,0,6,0,10,19,18,0,0,1,4,0,42,18,2
17/8/2019 6:30,48,0,15,23,6,15,0,23,68,15,91,0,5,0,11,22,16,0,0,0,4,2,41,18,6
17/8/2019 7:00,44,3,26,25,3,19,0,39,17,25,93,0,43,0,13,34,45,0,0,16,6,4,52,25,2
17/8/2019 7:30,18,11,16,16,10,22,0,19,41,25,121,0,29,0,10,54,33,0,0,33,9,44,36,20,23
17/8/2019 8:00,30,37,9,17,13,36,0,8,37,20,111,0,52,0,16,61,60,0,0,4,6,8,50,23,5
17/8/2019 8:30,36,20,10,27,16,21,0,4,90,34,90,0,25,0,16,59,75,0,0,7,4,3,67,25,46
17/8/2019 9:00,26,14,8,19,4,22,0,11,29,29,131,0,70,0,16,73,87,0,0,0,4,1,57,33,14
17/8/2019 9:30,40,12,2,21,16,24,0,12,0,23,138,0,91,0,20,74,93,0,0,0,4,14,48,29,27
17/8/2019 10:00,32,16,7,21,25,27,0,14,0,35,142,0,87,0,17,56,96,0,0,2,6,8,41,31,48
17/8/2019 10:30,39,25,4,17,29,23,0,9,0,24,117,0,87,0,17,63,75,0,0,21,4,8,45,39,23
17/8/2019 11:00,47,41,8,17,36,31,0,7,0,36,138,0,65,0,23,90,99,0,0,4,4,26,19,31,47
17/8/2019 11:30,61,38,0,21,56,24,0,18,0,20,119,0,52,0,17,53,111,0,0,4,5,31,23,41,42
17/8/2019 12:00,49,33,7,16,37,20,0,6,0,15,162,0,67,0,17,49,96,0,0,14,8,53,28,34,29
17/8/2019 12:30,63,41,8,19,45,21,0,14,0,29,94,0,54,0,21,53,99,0,0,20,5,48,28,31,26
17/8/2019 13:00,37,43,13,19,56,41,0,32,0,23,128,0,55,0,16,64,102,0,0,1,7,55,32,29,23
17/8/2019 13:30,37,33,15,13,51,34,0,31,0,24,136,0,35,0,22,57,111,0,0,18,6,10,28,39,28
17/8/2019 14:00,54,31,17,28,50,16,0,11,0,28,116,0,32,0,22,65,93,0,0,6,6,2,26,33,35
17/8/2019 14:30,61,16,28,14,38,23,0,10,0,23,148,0,25,0,17,61,84,0,0,3,7,0,13,48,45
17/8/2019 15:00,53,10,9,15,49,45,0,10,0,27,106,0,16,0,21,53,91,0,0,7,6,1,22,26,16
17/8/2019 15:30,44,13,9,10,64,22,0,16,0,29,98,0,6,0,30,59,81,0,0,2,10,1,13,30,37
17/8/2019 16:00,53,18,10,9,61,32,0,33,0,30,104,0,5,0,21,53,77,0,0,1,4,0,32,29,39
17/8/2019 16:30,41,17,7,7,70,17,0,44,0,24,135,0,5,0,16,45,42,0,0,25,5,0,22,36,34
17/8/2019 17:00,6,6,14,14,67,30,0,58,0,24,108,0,4,0,24,55,48,0,0,6,4,0,29,30,18
17/8/2019 17:30,5,7,16,17,66,20,0,12,0,23,99,0,4,0,18,54,23,0,0,2,7,0,32,46,24
17/8/2019 18:00,6,0,11,7,62,20,0,10,0,19,94,0,4,0,17,35,43,0,0,1,4,0,27,45,13
17/8/2019 18:30,4,4,7,8,85,20,0,5,0,20,94,0,4,0,16,46,39,0,0,0,6,0,20,49,19
17/8/2019 19:00,6,4,2,4,59,26,0,5,0,26,89,0,4,0,10,29,30,0,0,5,5,0,22,40,4
17/8/2019 19:30,2,2,4,5,61,24,0,3,0,19,86,0,4,0,10,31,25,0,0,0,5,0,17,41,6
17/8/2019 20:00,7,0,2,14,93,40,0,0,0,17,67,0,4,0,10,29,18,0,0,0,6,0,17,45,5
17/8/2019 20:30,3,3,0,4,95,30,0,0,0,20,60,0,3,0,10,11,21,0,0,0,6,0,17,41,11
17/8/2019 21:00,3,2,0,5,114,20,0,1,0,20,64,0,4,0,10,8,25,0,0,0,6,0,19,34,6
17/8/2019 21:30,6,0,3,4,124,18,0,7,0,17,47,0,4,0,8,12,14,0,0,0,6,0,22,36,13
17/8/2019 22:00,1,1,1,4,109,17,0,2,0,17,86,0,4,0,13,5,14,0,0,0,4,0,20,39,9
17/8/2019 22:30,2,4,0,4,119,16,0,0,0,21,41,0,3,0,12,4,17,0,0,0,6,0,17,26,2
17/8/2019 23:00,3,0,1,4,85,22,0,1,0,31,39,0,3,0,10,6,14,0,0,2,6,0,17,35,2
17/8/2019 23:30,4,2,0,4,85,16,0,2,0,11,37,0,4,0,10,6,12,0,0,0,4,1,14,41,2
18/8/2019 0:00,4,0,2,4,55,15,0,0,0,21,43,0,4,0,11,11,11,0,0,0,7,0,18,22,2
18/8/2019 0:30,5,0,0,4,40,11,0,2,0,14,44,0,4,0,10,8,17,0,0,0,5,0,20,27,2
18/8/2019 1:00,4,1,1,4,30,21,0,2,0,19,41,0,4,0,10,12,8,0,0,0,4,0,13,21,2
18/8/2019 1:30,5,0,2,4,5,17,0,3,0,11,40,0,3,0,11,6,16,0,0,0,4,0,10,18,2
18/8/2019 2:00,5,0,0,4,7,18,0,3,0,6,43,0,4,0,10,4,8,0,0,0,5,0,14,17,2
18/8/2019 2:30,5,0,2,4,3,16,0,2,0,5,39,0,4,0,10,3,4,0,0,0,5,0,13,12,2
18/8/2019 3:00,4,0,2,4,4,12,0,2,0,7,32,0,4,0,10,2,4,0,0,0,5,0,17,14,2
18/8/2019 3:30,2,2,0,4,4,16,0,1,0,8,33,0,4,0,20,2,2,0,0,0,5,0,14,13,2
18/8/2019 4:00,3,0,0,4,3,13,0,0,0,8,37,0,5,0,116,7,2,0,0,0,4,0,16,14,2
18/8/2019 4:30,1,0,0,9,3,11,0,2,0,10,54,0,4,0,152,5,6,0,0,0,4,0,18,11,2
18/8/2019 5:00,59,0,0,7,2,16,0,3,0,11,76,0,4,0,133,6,3,0,0,0,3,0,16,18,5
18/8/2019 5:30,73,1,0,4,2,18,0,8,0,12,68,0,4,0,124,20,2,0,0,0,5,0,16,15,4
18/8/2019 6:00,89,0,1,10,4,10,0,8,0,12,90,0,4,0,150,32,0,0,0,2,5,1,20,20,5
18/8/2019 6:30,84,2,0,21,5,22,0,19,0,9,123,0,4,0,119,32,10,0,0,24,10,1,20,16,4
18/8/2019 7:00,79,2,6,17,1,23,0,26,0,22,89,0,3,0,132,59,9,0,0,6,23,14,9,23,6
18/8/2019 7:30,70,6,0,10,5,27,0,28,0,19,131,0,4,0,75,75,28,0,0,3,89,91,21,26,7
18/8/2019 8:00,71,29,1,19,11,40,0,8,0,18,149,0,5,0,68,73,71,0,0,7,110,15,21,17,10
18/8/2019 8:30,44,25,1,37,4,35,0,7,0,29,131,0,3,0,80,68,57,0,0,3,62,3,25,19,8
18/8/2019 9:00,47,17,1,39,4,39,0,10,0,36,146,0,4,0,64,70,76,0,0,1,20,4,18,30,36
18/8/2019 9:30,54,24,2,26,11,28,0,10,0,24,144,0,4,0,95,89,54,0,0,3,29,1,21,31,35
18/8/2019 10:00,63,19,2,20,11,31,0,12,0,19,142,0,4,0,114,56,94,0,0,0,18,4,24,31,21
18/8/2019 10:30,39,42,0,20,9,35,0,6,0,26,127,0,6,0,151,55,92,0,0,1,19,2,26,35,38
18/8/2019 11:00,52,35,0,20,16,35,0,23,0,20,139,0,4,0,142,44,81,0,0,26,19,10,23,26,23
18/8/2019 11:30,91,48,0,25,8,40,0,5,0,40,133,0,5,0,124,49,92,0,0,6,50,15,38,43,16
18/8/2019 12:00,98,17,1,11,18,48,0,11,0,28,139,0,4,0,142,60,75,0,0,6,60,40,28,30,10
18/8/2019 12:30,109,18,0,12,17,33,0,7,0,27,151,0,4,0,27,49,75,0,0,14,69,40,29,37,31
18/8/2019 13:00,109,11,15,10,17,25,0,33,0,34,169,0,4,0,32,42,80,0,0,10,69,44,35,35,26
18/8/2019 13:30,91,26,16,20,28,25,0,13,0,22,126,0,4,0,26,38,70,0,0,6,57,17,26,31,27
18/8/2019 14:00,13,21,3,22,28,31,0,9,0,17,118,0,4,0,15,53,81,0,0,6,67,4,28,36,8
18/8/2019 14:30,11,14,6,12,25,20,0,23,0,32,87,0,4,0,13,76,92,0,0,2,85,2,29,38,13
18/8/2019 15:00,13,15,8,16,16,32,0,33,0,26,96,0,4,0,17,55,68,0,0,25,75,2,26,22,4
18/8/2019 15:30,17,9,6,5,10,33,0,44,0,11,113,0,4,0,20,55,29,0,0,6,43,2,22,32,9
18/8/2019 16:00,23,6,2,8,16,43,0,15,0,16,93,0,4,0,21,45,20,0,0,1,45,0,22,29,9
18/8/2019 16:30,7,8,1,10,15,32,0,5,0,19,95,0,4,0,21,45,37,0,0,0,4,0,25,29,4
18/8/2019 17:00,49,5,0,9,10,35,0,4,0,21,100,0,6,0,17,39,16,0,0,0,4,0,20,28,7
18/8/2019 17:30,10,4,4,9,7,34,0,3,0,23,104,0,4,0,17,30,16,0,0,0,4,0,25,32,2
18/8/2019 18:00,12,0,1,8,5,33,0,6,0,27,105,0,4,0,19,46,7,0,0,0,4,0,17,25,5
18/8/2019 18:30,12,0,0,6,0,29,0,5,0,16,77,0,4,0,21,27,11,0,0,1,3,0,18,22,3
18/8/2019 19:00,15,0,4,7,3,27,0,6,0,9,71,0,4,0,18,33,8,0,0,0,5,0,15,22,3
18/8/2019 19:30,6,3,2,7,0,28,0,4,0,8,61,0,4,0,17,9,8,0,0,0,4,0,20,22,4
18/8/2019 20:00,6,4,4,6,0,30,0,3,0,14,64,0,4,0,17,9,11,0,0,0,4,0,15,15,2
18/8/2019 20:30,8,1,0,5,0,28,0,3,0,8,63,0,6,0,18,5,14,0,0,0,4,0,15,25,4
18/8/2019 21:00,3,3,0,6,0,25,0,1,0,8,69,0,4,0,12,5,4,0,0,0,5,1,12,20,2
18/8/2019 21:30,3,0,0,8,0,25,0,4,5,10,71,0,2,0,20,6,6,0,0,19,4,0,13,17,2
18/8/2019 22:00,6,0,0,8,0,21,0,34,6,7,67,0,0,0,14,4,9,0,0,3,4,0,18,16,2
18/8/2019 22:30,7,0,1,8,0,19,0,2,7,4,69,0,1,0,16,5,3,0,0,0,3,0,13,13,2
18/8/2019 23:00,6,0,0,7,0,19,0,2,4,10,66,0,2,0,18,3,6,0,0,0,4,0,13,17,2
18/8/2019 23:30,6,0,2,5,0,16,0,2,3,3,61,0,4,0,19,3,3,0,0,0,4,0,14,16,2
19/8/2019 0:00,7,0,0,6,0,18,0,2,6,12,67,0,1,0,15,4,4,0,0,0,4,0,10,19,2
19/8/2019 0:30,6,0,0,7,0,16,0,2,3,6,63,0,4,0,17,3,5,0,0,0,4,0,14,19,2
19/8/2019 1:00,6,0,0,6,0,18,0,2,6,11,65,0,0,0,16,4,4,0,0,0,5,0,18,21,2
19/8/2019 1:30,7,0,0,8,0,15,0,4,6,16,70,0,0,0,20,3,4,0,0,0,6,0,15,16,2
19/8/2019 2:00,7,0,0,6,0,18,0,4,4,2,63,0,3,0,17,2,4,0,0,0,5,0,13,17,2
19/8/2019 2:30,7,0,1,6,0,19,0,4,4,9,67,0,2,0,15,4,5,0,0,0,4,0,10,16,2
19/8/2019 3:00,7,0,0,8,0,21,0,3,7,5,62,0,0,0,19,5,4,0,0,0,4,0,15,14,2
19/8/2019 3:30,10,0,0,8,2,19,0,2,3,16,67,0,4,0,28,8,7,0,0,0,4,0,10,22,4
19/8/2019 4:00,10,0,0,3,0,20,0,1,3,4,71,0,4,0,58,6,8,0,0,0,7,0,15,20,2
19/8/2019 4:30,99,2,12,6,0,21,0,2,7,16,87,0,1,0,52,9,18,0,0,0,7,0,26,30,2
19/8/2019 5:00,99,13,30,5,0,25,0,3,15,15,82,0,3,0,76,18,26,0,0,0,8,0,20,55,3
19/8/2019 5:30,95,21,25,10,0,31,0,4,20,22,80,0,3,0,71,20,18,0,0,0,5,2,19,37,2
19/8/2019 6:00,102,33,24,6,2,24,0,11,24,16,91,0,5,0,96,29,29,0,0,0,6,4,17,42,5
19/8/2019 6:30,91,25,25,11,2,29,0,17,28,13,97,0,10,0,76,50,43,0,0,16,6,7,20,48,4
19/8/2019 7:00,77,24,23,11,0,44,0,29,5,6,82,0,28,0,98,52,32,0,0,7,4,16,13,37,2
19/8/2019 7:30,54,27,22,31,0,32,0,13,15,21,98,0,29,0,101,67,33,0,0,0,10,19,25,39,4
19/8/2019 8:00,35,34,18,6,0,44,0,6,14,17,101,0,50,0,69,69,48,0,0,2,12,14,13,38,19
19/8/2019 8:30,46,32,23,2,2,23,0,7,41,13,130,0,21,0,64,72,44,0,0,0,12,2,34,41,6
19/8/2019 9:00,40,48,18,10,0,26,0,4,86,16,122,0,25,0,50,70,59,0,0,1,7,13,24,43,5
19/8/2019 9:30,69,54,20,6,0,27,0,7,86,14,112,0,10,0,39,68,82,0,0,2,4,6,30,56,7
19/8/2019 10:00,54,42,25,8,3,26,0,6,80,20,118,0,13,0,53,63,79,0,0,0,5,7,22,55,10
19/8/2019 10:30,50,44,25,25,2,30,0,8,28,17,121,0,50,0,52,45,71,0,0,7,6,4,30,36,3
19/8/2019 11:00,52,48,22,14,5,43,0,8,52,16,137,0,12,0,64,72,52,0,0,2,6,7,21,49,10
19/8/2019 11:30,64,30,17,6,1,30,0,14,19,23,131,0,68,0,69,56,78,0,0,2,7,28,22,38,12
19/8/2019 12:00,69,16,17,10,40,27,0,9,27,13,111,0,59,0,66,50,62,0,0,3,7,74,30,51,22
19/8/2019 12:30,91,26,15,5,9,26,0,12,45,17,143,0,8,0,93,62,47,0,0,9,5,129,27,49,10
19/8/2019 13:00,96,50,18,10,9,32,0,17,61,30,155,0,2,0,103,70,69,0,0,0,5,91,20,44,8
19/8/2019 13:30,137,70,12,15,9,33,0,15,7,28,110,0,34,0,86,54,90,0,0,7,4,27,25,47,6
19/8/2019 14:00,132,43,8,13,4,27,0,7,33,25,103,0,32,0,36,67,54,0,0,0,5,3,25,57,3
19/8/2019 14:30,120,43,2,25,12,24,0,10,19,33,111,0,12,0,26,50,97,0,0,0,4,2,25,47,11
19/8/2019 15:00,11,31,3,11,10,25,0,9,21,29,96,0,0,0,14,63,68,0,0,0,5,3,40,43,3
19/8/2019 15:30,12,12,8,12,8,38,0,9,6,16,78,0,10,0,7,65,75,0,0,1,8,4,27,40,11
19/8/2019 16:00,7,14,3,9,8,29,0,27,20,18,68,0,0,0,11,59,62,0,0,2,4,2,20,36,10
19/8/2019 16:30,6,12,0,4,4,31,0,24,4,15,78,0,5,0,7,40,46,0,0,26,4,0,32,39,7
19/8/2019 17:00,39,16,0,5,11,32,0,50,2,23,73,0,4,0,9,37,75,0,0,12,3,0,31,37,9
19/8/2019 17:30,3,8,0,12,0,36,0,19,7,15,69,0,1,0,11,28,56,0,0,1,3,0,18,33,9
19/8/2019 18:00,5,6,0,4,3,30,0,9,2,14,83,0,4,0,7,40,21,0,0,0,5,0,15,34,5
19/8/2019 18:30,3,5,2,10,4,24,0,5,4,20,55,0,4,0,8,34,20,0,0,0,5,1,16,16,2
19/8/2019 19:00,1,4,2,4,0,29,0,10,6,10,53,0,0,0,22,21,24,0,0,0,5,0,17,25,0
19/8/2019 19:30,2,5,3,1,1,28,0,5,5,15,47,0,0,0,6,29,13,0,0,0,5,0,14,21,2
19/8/2019 20:00,4,4,0,0,0,65,0,6,7,12,47,0,0,0,4,16,10,0,0,0,8,0,14,20,2
19/8/2019 20:30,3,4,3,3,0,20,0,5,6,13,41,0,0,0,4,17,7,0,0,0,5,0,18,20,2
19/8/2019 21:00,2,4,2,1,0,21,0,4,1,15,57,0,4,0,5,18,1,0,0,0,4,0,13,21,2
19/8/2019 21:30,4,4,0,1,0,17,0,4,4,15,33,0,2,0,8,11,2,0,0,0,4,0,12,18,2
19/8/2019 22:00,3,7,0,1,0,18,0,4,5,15,45,0,0,0,2,19,1,0,0,0,4,0,10,15,2
19/8/2019 22:30,2,3,2,1,0,16,0,2,0,9,46,0,4,0,3,17,1,0,0,0,4,0,9,24,2
19/8/2019 23:00,4,4,3,2,0,15,0,4,3,7,45,0,4,0,6,14,0,0,0,0,4,0,13,17,2
19/8/2019 23:30,3,4,2,1,0,18,0,4,6,13,47,0,0,0,4,12,1,0,0,0,4,0,14,18,2
